15_PF00005_8	133	0.2256	0.5564	0.0210	0.0392	0.0623	0.0423	0.0835	0.1274	0.0869	0.1517	0.2120	105626	0.3863	0.9110	1.2020e+01	0.8490	0.026	1278	0.5507	0.2753	1121.0	0.1667	0.8165	good
15_PF00005_9	136	0.4044	0.0000	0.0216	0.0441	0.0742	0.0391	0.0804	0.1227	0.0616	0.1212	0.1786	182157	0.3448	1.8798	1.0894e+01	1.5776	0.023	1283	0.6927	0.4154	1110.0	0.2500	0.8619	good
15_PF00006_1	237	0.4430	0.3291	0.0241	0.0472	0.0758	0.0667	0.1177	0.1942	0.1057	0.1882	0.2964	75428	0.3714	1.4091	1.0120e+02	1.3885	0.025	1225	0.2435	0.1180	1105.0	0.5000	1.5856	bad
15_PF00006_2	749	0.2256	0.6969	0.0341	0.0698	0.1366	0.0490	0.1019	0.1669	0.0133	0.0295	0.1530	267526	0.3620	172.5696	7.6392e+03	170.0819	0.024	750	0.8899	0.1503	262.0	0.9167	2.4957	bad
15_PF00006_3	221	0.8869	0.0045	0.0033	0.0447	0.0775	0.0797	0.1048	0.2055	0.1218	0.2053	0.3278	52274	0.2972	3.1526	1.9220e+03	3.1497	0.020	1140	0.0854	0.0405	878.0	0.5000	2.0095	bad
15_PF00006_4	234	0.7393	0.0256	0.0230	0.0413	0.0684	0.0544	0.1145	0.1850	0.1086	0.2081	0.3277	81069	0.3306	1.0761	1.5546e+02	1.0683	0.022	1284	0.1397	0.0832	1153.0	0.3333	1.1381	good
15_PF00009_1	250	0.3840	0.1320	0.0210	0.0364	0.0608	0.0369	0.0811	0.1402	0.0821	0.1475	0.2287	81442	0.4644	1.1941	2.9120e+01	1.1698	0.031	1076	0.7957	0.2025	945.0	0.4167	1.5916	n
15_PF00009_2	305	0.3705	0.1246	0.0181	0.0331	0.0503	0.0480	0.0864	0.1443	0.1120	0.2035	0.3126	255077	0.4050	0.5699	5.4965e+00	0.5156	0.027	1271	0.5449	0.3220	1103.0	0.0833	0.4976	good
15_PF00009_3	330	0.5455	0.0212	0.0197	0.0350	0.0569	0.0472	0.0841	0.1356	0.0994	0.1710	0.2851	229281	0.3740	0.8259	1.6941e+01	0.7885	0.025	1243	0.3081	0.2208	1093.0	0.2500	0.9155	good
15_PF00009_4	216	0.2315	0.4676	0.0189	0.0390	0.0659	0.0620	0.1152	0.2314	0.1129	0.2123	0.3220	205541	0.3333	1.8200	3.1077e+01	1.7372	0.022	1191	0.4889	0.2420	1024.0	0.3333	1.2873	good
15_PF00009_5	209	0.5455	0.0096	0.0176	0.0307	0.0509	0.0439	0.0757	0.1295	0.0957	0.1759	0.2811	153526	0.3723	0.7228	1.4947e+01	0.6811	0.025	1292	0.4204	0.2199	1147.0	0.2500	0.8619	good
15_PF00009_6	348	0.2874	0.3563	0.0156	0.0275	0.0457	0.0431	0.0783	0.1396	0.1141	0.1965	0.3444	388205	0.3238	0.8000	6.8839e+00	0.7283	0.022	1230	0.5505	0.3409	1071.0	0.0833	0.4976	good
15_PF00009_7	206	0.2767	0.1990	0.0209	0.0377	0.0575	0.0580	0.1044	0.1767	0.1061	0.1928	0.3246	211779	0.4020	1.0497	5.4942e+00	0.8821	0.027	1194	0.7674	0.4371	1051.0	0.2500	1.1547	good
15_PF00009_8	391	0.2148	0.4143	0.0141	0.0251	0.0410	0.0280	0.0506	0.0797	0.0821	0.1426	0.2191	477901	0.3917	0.6449	3.6980e+00	0.5399	0.026	1205	0.7990	0.4176	1020.0	0.2500	1.3238	good
15_PF00009_9	200	0.5300	0.0250	0.0221	0.0383	0.0625	0.0537	0.1026	0.1727	0.1059	0.1839	0.2806	141420	0.3790	1.0069	2.1246e+01	0.9682	0.025	1234	0.3864	0.2177	1088.0	0.4167	1.2799	n
15_PF00010_1	49	0.3469	0.0000	0.0219	0.0399	0.0663	0.0589	0.1015	0.1652	0.1075	0.1766	0.3021	92258	0.3029	1.8496	7.5273e+00	1.4389	0.020	1277	0.9240	0.4957	1119.0	0.4167	2.1336	n
15_PF00012_1	603	0.4710	0.0100	0.0131	0.0236	0.0368	0.0305	0.0521	0.0752	0.0870	0.1625	0.2428	391984	0.3963	0.3345	6.1827e+00	0.3188	0.026	1248	0.3935	0.2326	1121.0	0.3333	1.1464	good
15_PF00012_2	754	0.1631	0.2560	0.0101	0.0179	0.0270	0.0207	0.0393	0.0620	0.0926	0.1665	0.2583	1284081	0.3466	0.2402	5.2392e-01	0.1650	0.023	1341	0.9362	0.6771	1102.0	0.1667	0.7037	good
15_PF00012_3	609	0.4795	0.0115	0.0150	0.0288	0.0467	0.0328	0.0630	0.1016	0.0890	0.1525	0.2276	335657	0.4358	0.4237	7.4863e+00	0.3964	0.029	1159	0.3869	0.2379	1069.0	0.3333	1.5368	n
15_PF00012_4	658	0.0821	0.4179	0.0110	0.0189	0.0303	0.0241	0.0441	0.0724	0.0903	0.1695	0.2545	1171503	0.3163	0.4338	6.2577e-01	0.2600	0.021	1340	1.5314	0.8326	1167.0	0.3333	0.9952	good
15_PF00013_1	75	0.0933	0.4533	0.0127	0.0254	0.0451	0.0332	0.0772	0.1281	0.0897	0.1719	0.2495	171982	0.3360	2.2022	3.4521e+00	1.5091	0.022	1254	1.8015	0.7987	1079.0	0.4167	1.6504	n
15_PF00018_1	49	0.3878	0.0000	0.0151	0.0330	0.0607	0.0431	0.0856	0.1767	0.0930	0.1705	0.3154	52991	0.3241	1.1492	8.7793e+00	0.9816	0.022	1105	0.7683	0.3618	984.0	0.6667	2.1336	bad
15_PF00018_2	49	0.1633	0.0816	0.0278	0.0527	0.0873	0.0603	0.1236	0.2027	0.0828	0.1644	0.2448	71330	0.3542	5.3642	1.3295e+01	4.3603	0.024	1078	1.2617	0.6352	932.0	0.3333	1.2344	good
15_PF00025_1	242	0.0909	0.4215	0.0069	0.0153	0.0378	0.0174	0.0394	0.0820	0.0687	0.1115	0.1911	609540	0.2843	2.0977	1.7617e+00	1.3535	0.019	1280	1.6667	1.0912	1124.0	0.6667	2.8785	bad
15_PF00025_2	177	0.2881	0.1299	0.0178	0.0298	0.0458	0.0348	0.0621	0.0975	0.0905	0.1501	0.2494	192429	0.3738	0.5721	3.7768e+00	0.4906	0.025	1263	0.8447	0.3892	1162.0	0.5833	1.6446	bad
15_PF00027_1	111	0.3153	0.2883	0.0211	0.0431	0.0675	0.0459	0.0862	0.1326	0.0828	0.1424	0.2203	210573	0.3451	1.3109	5.4956e+00	1.0437	0.023	1276	0.8246	0.4884	1087.0	0.1667	0.8395	good
15_PF00027_2	102	0.1961	0.1765	0.0295	0.0521	0.0792	0.0655	0.1279	0.1927	0.0903	0.1644	0.2646	157191	0.3673	2.1464	3.9431e+00	1.4152	0.024	1210	1.2867	0.7378	1046.0	0.4167	1.4928	n
15_PF00027_3	168	0.0536	0.4643	0.0193	0.0351	0.0561	0.0408	0.0717	0.1177	0.0846	0.1621	0.2219	238119	0.4103	1.5981	1.6559e+00	0.9129	0.027	1203	1.6306	0.9824	1057.0	0.2500	0.9759	good
15_PF00027_4	115	0.1565	0.2174	0.0213	0.0374	0.0605	0.0536	0.0954	0.1502	0.1022	0.1605	0.2436	190361	0.3703	0.9821	2.6230e+00	0.7245	0.025	1204	1.1517	0.6119	1091.0	0.4167	1.4541	n
15_PF00043_1	134	0.0746	0.3209	0.0319	0.0544	0.0860	0.0615	0.1130	0.1787	0.0777	0.1488	0.2229	224373	0.4068	3.7361	3.2444e+00	1.6997	0.027	1084	2.1287	1.0731	912.0	0.2500	1.0142	good
15_PF00067_1	552	0.0236	0.4040	0.0156	0.0299	0.0475	0.0301	0.0595	0.0881	0.0794	0.1358	0.2079	1381263	0.3494	2.4543	6.3764e-01	0.4775	0.023	1262	3.0155	1.9619	1067.0	0.7500	2.6511	bad
15_PF00067_2	481	0.1830	0.2516	0.0095	0.0169	0.0278	0.0285	0.0482	0.0753	0.1130	0.1904	0.2899	1037998	0.3316	0.4733	1.1206e+00	0.3562	0.022	1296	0.9885	0.6499	1101.0	0.2500	1.0420	good
15_PF00069_10	464	0.2155	0.3276	0.0127	0.0220	0.0344	0.0271	0.0479	0.0799	0.0956	0.1542	0.2497	515269	0.3694	0.3033	1.2915e+00	0.2328	0.025	1267	1.0537	0.4846	1089.0	0.3333	0.8047	good
15_PF00069_11	306	0.3137	0.4673	0.0142	0.0279	0.0520	0.0270	0.0546	0.0929	0.0585	0.1174	0.1936	195216	0.2454	4.2131	7.3022e+01	4.1564	0.016	1269	0.4744	0.2402	1059.0	0.3333	1.0048	good
15_PF00069_12	341	0.3138	0.1789	0.0138	0.0266	0.0418	0.0269	0.0517	0.0806	0.0759	0.1467	0.2062	456042	0.3879	0.7635	2.7170e+00	0.6145	0.026	1287	0.7982	0.5301	1131.0	0.0833	0.4976	good
15_PF00069_13	252	0.5198	0.0516	0.0110	0.0197	0.0305	0.0263	0.0460	0.0734	0.0976	0.1649	0.2746	284369	0.2942	0.3392	4.9490e+00	0.3163	0.020	1353	0.3980	0.2618	1196.0	0.0000	0.0000	good
15_PF00069_14	326	0.5245	0.1074	0.0090	0.0178	0.0310	0.0258	0.0517	0.0832	0.1084	0.1924	0.2911	395810	0.2764	0.6965	1.1055e+01	0.6686	0.018	1226	0.4118	0.2510	943.0	0.5000	1.5306	bad
15_PF00069_15	319	0.2163	0.5329	0.0176	0.0319	0.0565	0.0457	0.1065	0.2378	0.1121	0.2113	0.3926	212452	0.3903	1.0345	1.6806e+01	0.9542	0.026	1224	0.5174	0.2481	1005.0	0.4167	1.6504	n
15_PF00069_16	199	0.1759	0.2261	0.0136	0.0251	0.0421	0.0379	0.0733	0.1051	0.1155	0.1833	0.2532	268852	0.3852	0.8905	2.1398e+00	0.6372	0.026	1306	1.6156	0.6451	1115.0	0.5833	1.9469	bad
15_PF00069_17	365	0.0438	0.4986	0.0177	0.0307	0.0466	0.0361	0.0649	0.1009	0.0845	0.1543	0.2345	776409	0.3795	1.3132	8.8869e-01	0.4802	0.025	1294	2.1768	1.2156	1169.0	0.3333	1.0601	good
15_PF00069_18	258	0.2558	0.0388	0.0114	0.0216	0.0349	0.0294	0.0504	0.0904	0.0991	0.1683	0.2589	391337	0.3481	0.5384	1.8120e+00	0.4281	0.023	1323	1.0300	0.5451	1159.0	0.2500	1.2873	good
15_PF00069_19	284	0.6514	0.0387	0.0168	0.0315	0.0506	0.0394	0.0852	0.1330	0.0995	0.1811	0.2732	105224	0.3783	0.7728	4.5378e+01	0.7631	0.025	1110	0.2398	0.1305	960.0	0.2500	1.4800	n
15_PF00069_1	398	0.0377	0.7487	0.0131	0.0240	0.0382	0.0264	0.0580	0.0851	0.0820	0.1538	0.2365	575964	0.4072	0.5548	7.9344e-01	0.3316	0.027	1287	1.5169	0.8362	1105.0	0.2500	0.8165	good
15_PF00069_20	280	0.3679	0.0643	0.0096	0.0171	0.0275	0.0271	0.0495	0.1302	0.1171	0.2000	0.4221	481803	0.3040	0.2348	1.0294e+00	0.1861	0.020	1329	0.7315	0.4776	1119.0	0.0833	0.5855	good
15_PF00069_21	307	0.1498	0.4560	0.0121	0.0232	0.0392	0.0316	0.0567	0.0907	0.0922	0.1781	0.2660	553597	0.3298	0.7342	1.3930e+00	0.4288	0.022	1315	1.1058	0.7260	1163.0	0.1667	0.7684	good
15_PF00069_22	273	0.3077	0.1245	0.0140	0.0242	0.0387	0.0270	0.0480	0.0833	0.0823	0.1496	0.2343	474244	0.3127	0.5644	2.2905e+00	0.4538	0.021	1299	0.7079	0.4964	1160.0	0.0000	0.0000	good
15_PF00069_23	170	0.2059	0.6000	0.0195	0.0339	0.0529	0.0446	0.0854	0.1375	0.0976	0.1680	0.2582	193024	0.3314	1.1329	9.3817e+00	1.0491	0.022	1276	0.5789	0.3475	1086.0	0.2500	0.9562	good
15_PF00069_24	301	0.2425	0.3422	0.0154	0.0274	0.0426	0.0468	0.0869	0.1441	0.1292	0.2257	0.3361	391951	0.3735	0.4707	2.3203e+00	0.3845	0.025	1307	0.7267	0.4504	1093.0	0.2500	0.9562	good
15_PF00069_25	372	0.0376	0.6425	0.0163	0.0321	0.0545	0.0485	0.0882	0.1548	0.1011	0.1738	0.2671	562472	0.3699	2.8594	2.7349e+00	1.1852	0.025	1177	2.0275	1.0225	1001.0	0.2500	1.4007	n
15_PF00069_26	275	0.6109	0.0545	0.0116	0.0238	0.0433	0.0187	0.0426	0.0798	0.0729	0.1270	0.1928	183059	0.3131	1.1585	3.7442e+01	1.1445	0.021	1151	0.3768	0.1759	1035.0	0.3333	1.2344	good
15_PF00069_27	298	0.1443	0.1711	0.0152	0.0268	0.0414	0.0297	0.0561	0.0887	0.0846	0.1494	0.2353	588089	0.3613	0.8154	1.0753e+00	0.4489	0.024	1331	1.2191	0.8708	1169.0	0.1667	0.7037	good
15_PF00069_28	310	0.1710	0.4968	0.0176	0.0330	0.0509	0.0401	0.0706	0.1145	0.0843	0.1455	0.2398	262857	0.3827	1.1736	7.9548e+00	1.0261	0.026	1284	1.0597	0.3841	1091.0	0.0833	0.4976	good
15_PF00069_29	427	0.2201	0.4028	0.0153	0.0278	0.0512	0.0386	0.0706	0.1129	0.0873	0.1565	0.2599	678329	0.3424	1.0555	3.9735e+00	0.8496	0.023	1274	0.8249	0.5154	1159.0	0.1667	0.7037	good
15_PF00069_2	308	0.2987	0.4643	0.0120	0.0204	0.0316	0.0306	0.0501	0.0810	0.1104	0.1752	0.2687	525202	0.2715	0.4308	2.7779e+00	0.3756	0.018	1345	0.6734	0.3938	1193.0	0.2500	1.1547	good
15_PF00069_30	293	0.4369	0.0819	0.0139	0.0255	0.0399	0.0289	0.0587	0.1181	0.0988	0.1708	0.2828	360668	0.3166	0.5141	4.1681e+00	0.4365	0.021	1283	0.5982	0.3512	1168.0	0.0833	0.5855	good
15_PF00069_31	327	0.3394	0.2355	0.0204	0.0351	0.0562	0.0423	0.0744	0.1368	0.0908	0.1651	0.2690	328773	0.3754	0.7514	5.1171e+00	0.6449	0.025	1234	0.7653	0.3832	1129.0	0.1667	0.6473	good
15_PF00069_32	262	0.6107	0.0153	0.0089	0.0208	0.0349	0.0288	0.0662	0.1211	0.0989	0.2150	0.4049	169028	0.3224	0.5618	1.9577e+01	0.5515	0.021	1324	0.3998	0.1694	1142.0	0.3333	1.3801	n
15_PF00069_33	342	0.2076	0.1842	0.0109	0.0199	0.0307	0.0271	0.0500	0.0798	0.1008	0.1709	0.2588	635097	0.3415	0.5879	1.1597e+00	0.3364	0.023	1292	1.1876	0.7120	1117.0	0.1667	0.8837	good
15_PF00069_34	525	0.0610	0.7333	0.0137	0.0240	0.0397	0.0335	0.0579	0.0936	0.0972	0.1620	0.2472	886051	0.3298	1.1178	1.1300e+00	0.6188	0.022	1190	1.5652	0.9946	969.0	0.4167	1.6790	n
15_PF00069_35	345	0.3333	0.1797	0.0068	0.0163	0.0280	0.0216	0.0430	0.0726	0.0866	0.1626	0.2569	305492	0.3378	0.5659	5.3053e+00	0.5332	0.023	1281	0.7023	0.3266	1118.0	0.2500	1.1547	good
15_PF00069_36	290	0.1966	0.1276	0.0133	0.0244	0.0374	0.0293	0.0551	0.0930	0.0964	0.1567	0.2477	450635	0.3600	0.5333	1.5664e+00	0.3996	0.024	1332	1.4203	0.5835	1187.0	0.2500	1.0328	good
15_PF00069_37	298	0.3423	0.2114	0.0146	0.0277	0.0452	0.0369	0.0649	0.1055	0.0986	0.1472	0.2250	413901	0.3448	0.5929	3.1843e+00	0.4805	0.023	1280	0.6708	0.4315	1118.0	0.0833	0.7171	good
15_PF00069_3	386	0.0959	0.4611	0.0177	0.0319	0.0547	0.0350	0.0693	0.1188	0.0812	0.1379	0.2317	688298	0.3715	1.3988	1.8860e+00	0.7198	0.025	1306	1.2245	0.8612	1165.0	0.2500	0.8837	good
15_PF00069_4	402	0.0597	0.6642	0.0183	0.0332	0.0524	0.0600	0.1098	0.1772	0.1434	0.2278	0.3550	732835	0.3797	1.2809	1.5323e+00	0.7362	0.025	1231	1.4171	0.9143	1073.0	0.1667	0.8837	good
15_PF00069_5	314	0.4682	0.1115	0.0177	0.0297	0.0462	0.0326	0.0582	0.0955	0.0825	0.1529	0.2228	328954	0.3922	0.3948	4.2664e+00	0.3574	0.026	1291	0.4986	0.3042	1103.0	0.1667	0.8944	good
15_PF00069_6	423	0.1017	0.4161	0.0140	0.0279	0.0460	0.0324	0.0599	0.0939	0.0877	0.1479	0.2325	456840	0.4233	1.6647	2.6181e+00	0.9693	0.028	1243	1.4496	0.7974	1065.0	0.2500	1.3452	good
15_PF00069_7	337	0.1632	0.6172	0.0138	0.0244	0.0401	0.0356	0.0681	0.1318	0.0999	0.1916	0.4113	523437	0.3251	0.9014	7.3123e+00	0.7668	0.022	1292	0.6968	0.3511	1085.0	0.1667	0.7684	good
15_PF00069_8	309	0.2557	0.1909	0.0094	0.0195	0.0322	0.0225	0.0415	0.0736	0.0807	0.1524	0.2334	461167	0.3289	0.3647	1.2149e+00	0.2941	0.022	1299	0.8562	0.5479	1147.0	0.0000	0.0000	good
15_PF00069_9	266	0.2368	0.2331	0.0173	0.0307	0.0475	0.0450	0.0789	0.1347	0.1040	0.1811	0.3095	309536	0.3987	0.5593	2.2625e+00	0.4295	0.027	1238	0.8905	0.4972	1103.0	0.3333	1.3166	good
15_PF00071_1	169	0.5030	0.0118	0.0160	0.0302	0.0476	0.0387	0.0727	0.1338	0.0961	0.1595	0.2795	148017	0.3341	1.6430	2.6457e+01	1.5933	0.022	1145	0.4772	0.2492	1026.0	0.4167	1.4928	n
15_PF00071_2	162	0.5679	0.0679	0.0042	0.0114	0.0268	0.0245	0.0602	0.0937	0.0901	0.2179	0.3810	162064	0.2261	1.0562	2.9694e+01	1.0379	0.015	1283	0.3660	0.1886	1112.0	0.4167	1.5553	n
15_PF00071_3	167	0.3533	0.2275	0.0168	0.0293	0.0494	0.0492	0.0886	0.1632	0.1034	0.2147	0.3692	205750	0.3073	1.5276	2.2085e+01	1.4265	0.020	1177	0.5594	0.2630	895.0	0.5000	1.5614	bad
15_PF00071_4	174	0.6667	0.0000	0.0154	0.0315	0.0573	0.0539	0.1037	0.1535	0.1112	0.2034	0.3279	131919	0.3102	1.2584	4.1852e+01	1.2270	0.021	1296	0.3013	0.1734	1154.0	0.1667	0.9050	good
15_PF00071_5	162	0.5617	0.0000	0.0172	0.0311	0.0492	0.0379	0.0759	0.1256	0.0957	0.1651	0.2640	125876	0.3583	0.7217	1.2509e+01	0.6795	0.024	1165	0.4556	0.2402	907.0	0.5833	2.7672	bad
15_PF00071_6	166	0.3012	0.3072	0.0137	0.0269	0.0456	0.0420	0.0863	0.1284	0.1140	0.2022	0.3260	115073	0.3689	1.3198	3.2185e+01	1.3043	0.025	1171	0.5693	0.2025	1051.0	0.3333	1.2344	good
15_PF00071_7	174	0.5345	0.0402	0.0106	0.0269	0.0479	0.0322	0.0732	0.1153	0.0845	0.1433	0.2508	117185	0.3594	2.0480	5.6198e+01	2.0184	0.024	1265	0.5855	0.1909	1105.0	0.3333	1.4992	n
15_PF00071_8	159	0.7358	0.0692	0.0044	0.0212	0.0491	0.0474	0.1029	0.1447	0.1296	0.2235	0.4076	38573	0.3404	2.0834	4.3760e+02	2.0799	0.023	1255	0.1522	0.0690	1080.0	0.5000	1.5553	bad
15_PF00072_1	122	0.1721	0.0820	0.0173	0.0343	0.0573	0.0351	0.0661	0.1000	0.0788	0.1367	0.1847	198013	0.3531	1.2316	2.8163e+00	0.8238	0.024	1244	1.3645	0.6613	1076.0	0.4167	1.4736	n
15_PF00072_2	132	0.1970	0.4015	0.0340	0.0612	0.1109	0.0585	0.1117	0.1731	0.0659	0.1173	0.1782	117552	0.3653	5.3354	1.8972e+01	4.0984	0.024	1134	1.4126	0.5303	910.0	0.5000	1.9173	bad
15_PF00072_3	114	0.2105	0.1930	0.0166	0.0314	0.0537	0.0608	0.1127	0.2088	0.1353	0.2282	0.3613	215204	0.3373	1.4446	3.2009e+00	1.0732	0.022	1289	1.1180	0.6718	1159.0	0.1667	0.7037	good
15_PF00076_10	79	0.0127	0.1646	0.0216	0.0385	0.0660	0.0440	0.0834	0.1384	0.0841	0.1420	0.2059	218661	0.3377	8.0984	3.1563e+00	2.2503	0.023	1077	2.5532	1.6018	741.0	0.9167	2.7045	bad
15_PF00076_11	73	0.0822	0.1096	0.0282	0.0470	0.0723	0.0598	0.0997	0.1707	0.0943	0.1577	0.2299	139360	0.4211	3.8184	4.2425e+00	1.8098	0.028	1102	2.2858	0.9487	797.0	0.9167	2.8352	bad
